order_id,bank_to,amount3,k_symbol
32085,KL,0,Household
32086,UV,0,Leasing
32087,QR,1,Household
32088,CD,0,Household
32089,CD,0,Insurance
32090,CD,1,Household
32091,KL,0,Household
32092,QR,2,Household
32093,GH,1,Household
32094,AB,0,Household
32095,YZ,2,Household
32096,EF,0,Household
32097,GH,2,Household
32098,EF,0,Leasing
32099,UV,3,Household
32100,OP,1,Household
32101,MN,0,Household
32102,KL,0,Household
32104,QR,0,Loan
32105,QR,2,Household
32106,EF,0,Household
32107,QR,4,Household
32108,UV,0,Household
32109,MN,0,Household
32110,KL,1,Household
32115,WX,1,Household
32116,ST,0,Household
32117,IJ,1,Household
32118,MN,0,Household
32119,MN,0,Household
32120,WX,0,Household
32121,CD,1,Household
32122,GH,0,Household
32123,ST,1,Household
32124,WX,0,Household
32125,GH,0,Household
32126,QR,0,Household
32127,AB,0,Household
32128,YZ,2,Loan
32129,GH,1,Household
32130,ST,0,Household
32131,QR,0,Insurance
32133,EF,0,Household
32134,IJ,1,Household
32135,MN,0,Loan
32136,CD,4,Household
32137,YZ,0,Loan
32138,MN,1,Household
32139,UV,0,Household
32141,ST,0,Household
32142,OP,1,Household
32143,IJ,0,Household
32144,YZ,0,Household
32145,EF,2,Loan
32146,AB,0,Household
32147,UV,0,Household
32148,WX,0,Household
32149,QR,0,Household
32150,AB,0,Household
32151,CD,1,Household
32152,IJ,0,Household
32153,AB,0,Household
32154,OP,0,Insurance
32157,QR,1,Loan
32158,KL,1,Household
32159,IJ,1,Household
32160,KL,1,Loan
32161,OP,0,Household
32162,YZ,1,Household
32163,OP,1,Insurance
32164,OP,1,Household
32165,OP,0,Household
32166,YZ,0,Household
32167,IJ,0,Insurance
32168,OP,0,Household
32169,OP,2,Household
32170,IJ,0,Leasing
32171,YZ,1,Household
32172,AB,0,Leasing
32173,AB,3,Household
32174,EF,0,Leasing
32175,UV,2,Household
32176,OP,0,Household
32177,WX,0,Insurance
32178,CD,1,Household
32179,KL,2,Household
32180,ST,2,Household
32181,QR,0,Household
32182,YZ,0,Household
32183,WX,1,Household
32184,KL,0,Household
32185,OP,0,Insurance
32186,WX,0,Leasing
32187,AB,1,Household
32188,WX,1,Household
32189,KL,0,Insurance
32190,OP,0,Loan
32191,YZ,2,Household
32192,YZ,0,Household
32193,OP,2,Household
32194,UV,0,Household
32195,UV,1,Household
32196,AB,0,Household
32197,KL,0,Household
32198,KL,0,Insurance
32199,YZ,0,Household
32200,EF,0,Household
32201,AB,1,Household
32202,GH,0,Household
32203,GH,0,Household
32204,UV,0,Household
32205,EF,1,Household
32206,GH,0,Household
32207,QR,1,Household
32208,YZ,0,Household
32209,CD,1,Household
32210,EF,1,Household
32211,UV,0,Household
32212,GH,1,Household
32213,MN,0,Household
32214,KL,0,Household
32217,WX,0,Household
32218,WX,1,Household
32219,WX,0,Household
32220,QR,0,Household
32221,ST,0,Household
32222,GH,0,Loan
32223,IJ,0,Household
32224,ST,1,Household
32225,AB,1,Household
32226,CD,0,Household
32227,AB,0,Insurance
32228,ST,1,Household
32229,CD,0,Household
32230,IJ,1,Household
32231,UV,0,Insurance
32232,UV,0,Household
32233,UV,0,Household
32234,IJ,0,Household
32235,IJ,2,Household
32236,UV,0,Leasing
32237,CD,1,Household
32238,QR,0,Household
32239,GH,1,Household
32242,EF,1,Household
32243,KL,0,Household
32244,MN,0,Insurance
32245,UV,0,Household
32246,OP,2,Household
32247,GH,2,Household
32248,QR,1,Household
32249,GH,0,Household
32250,OP,2,Household
32251,GH,2,Household
32252,UV,0,Household
32253,OP,0,Insurance
32254,IJ,0,Household
32255,KL,2,Household
32256,UV,0,Household
32257,EF,0,Household
32258,GH,0,Insurance
32259,IJ,0,Household
32260,KL,0,Household
32261,UV,1,Household
32262,UV,0,Household
32263,QR,0,Household
32264,UV,0,Household
32265,YZ,0,Household
32266,QR,0,Household
32267,YZ,0,Household
32268,IJ,0,Household
32269,QR,0,Household
32270,MN,0,Household
32271,OP,0,Household
32272,MN,0,Insurance
32273,OP,1,Household
32274,CD,0,Household
32275,IJ,3,Household
32276,EF,1,Household
32277,YZ,1,Loan
32278,KL,4,Household
32280,QR,1,Household
32281,EF,0,Household
32282,GH,0,Household
32283,GH,2,Household
32284,YZ,0,Household
32285,KL,0,Household
32286,WX,0,Household
32287,QR,0,Household
32288,GH,0,Household
32289,ST,0,Insurance
32290,ST,0,Household
32291,CD,1,Household
32292,WX,0,Household
32293,KL,1,Loan
32294,OP,2,Household
32295,UV,1,Household
32296,KL,0,Insurance
32297,UV,0,Household
32298,KL,2,Household
32299,OP,0,Household
32300,GH,0,Household
32301,OP,1,Household
32302,ST,1,Household
32303,AB,0,Household
32304,MN,0,Household
32305,WX,0,Household
32306,ST,0,Household
32307,QR,1,Household
32308,OP,0,Insurance
32309,AB,1,Household
32310,ST,1,Loan
32311,YZ,1,Household
32312,QR,0,Household
32313,WX,0,Insurance
32314,EF,0,Household
32315,QR,0,Household
32316,GH,0,Leasing
32317,AB,0,Household
32318,OP,0,Household
32319,EF,0,Household
32320,EF,1,Household
32321,YZ,1,Household
32322,GH,0,Household
32323,AB,0,Insurance
32324,KL,1,Loan
32325,MN,4,Household
32326,EF,1,Household
32327,GH,0,Leasing
32328,MN,1,Household
32329,ST,0,Household
32330,MN,0,Household
32331,GH,0,Insurance
32332,WX,0,Household
32333,AB,0,Household
32334,AB,0,Household
32335,EF,1,Household
32336,WX,1,Household
32337,MN,0,Household
32338,KL,1,Household
32339,YZ,0,Household
32340,KL,0,Household
32341,MN,0,Insurance
32342,IJ,1,Household
32346,UV,1,Household
32347,WX,0,Household
32348,KL,0,Household
32349,ST,0,Insurance
32350,UV,0,Household
32351,IJ,0,Household
32352,WX,1,Household
32353,ST,1,Loan
32354,GH,0,Household
32355,AB,0,Household
32356,OP,0,Insurance
32357,WX,0,Household
32358,MN,0,Household
32359,CD,0,Household
32360,YZ,1,Household
32361,UV,0,Insurance
32362,OP,0,Household
32363,EF,2,Household
32364,OP,2,Household
32365,WX,0,Household
32366,YZ,1,Household
32367,AB,1,Household
32368,CD,1,Household
32371,KL,0,Household
32372,QR,0,Household
32373,KL,0,Insurance
32374,IJ,0,Household
32375,MN,1,Household
32376,OP,2,Household
32377,WX,1,Loan
32378,GH,2,Household
32379,CD,0,Household
32380,EF,0,Insurance
32381,WX,0,Household
32382,GH,0,Household
32383,CD,2,Household
32384,KL,0,Household
32385,CD,0,Household
32386,UV,1,Household
32387,YZ,0,Household
32388,IJ,0,Household
32389,QR,1,Household
32390,IJ,2,Household
32391,UV,0,Leasing
32392,EF,0,Household
32393,KL,0,Household
32394,EF,0,Household
32395,AB,0,Household
32396,UV,0,Household
32397,KL,0,Household
32398,GH,0,Leasing
32399,AB,1,Household
32400,GH,0,Household
32401,OP,1,Household
32402,WX,1,Household
32403,WX,0,Insurance
32404,KL,0,Household
32405,UV,1,Loan
32406,EF,1,Household
32407,GH,0,Household
32408,OP,0,Insurance
32409,CD,0,Leasing
32410,UV,1,Household
32411,ST,0,Household
32412,CD,1,Household
32413,UV,0,Insurance
32414,WX,2,Household
32415,KL,1,Loan
32416,OP,1,Household
32417,YZ,0,Household
32418,KL,0,Insurance
32419,AB,0,Household
32420,ST,0,Household
32421,ST,0,Household
32422,YZ,0,Insurance
32423,IJ,0,Household
32424,WX,2,Household
32425,QR,0,Household
32426,OP,0,Household
32427,QR,2,Loan
32428,ST,0,Household
32429,YZ,1,Household
32430,YZ,0,Household
32431,EF,0,Loan
32432,OP,1,Household
32433,WX,0,Household
32434,QR,0,Household
32435,WX,0,Household
32436,OP,0,Insurance
32437,YZ,0,Household
32438,CD,0,Household
32439,MN,0,Insurance
32440,YZ,0,Household
32441,QR,2,Household
32442,ST,0,Household
32443,WX,1,Household
32444,QR,2,Household
32445,KL,0,Loan
32446,ST,0,Household
32447,EF,0,Household
32448,KL,0,Household
32449,OP,0,Household
32450,UV,0,Insurance
32451,OP,0,Household
32452,OP,0,Household
32453,GH,1,Household
32454,UV,2,Loan
32455,UV,4,Household
32456,AB,0,Household
32457,CD,0,Household
32458,CD,0,Household
32459,YZ,1,Insurance
32460,WX,2,Household
32461,YZ,1,Household
32462,AB,0,Household
32463,UV,0,Household
32464,IJ,1,Insurance
32465,IJ,1,Leasing
32466,AB,1,Household
32469,UV,1,Household
32470,KL,2,Household
32471,ST,0,Household
32472,WX,1,Household
32473,UV,1,Household
32478,MN,0,Household
32479,AB,0,Household
32480,IJ,0,Insurance
32481,KL,1,Household
32482,QR,0,Household
32483,IJ,0,Household
32484,EF,0,Household
32485,QR,2,Household
32486,EF,0,Household
32487,IJ,1,Household
32488,KL,2,Loan
32489,YZ,2,Household
32490,ST,0,Household
32491,WX,2,Household
32492,OP,0,Household
32493,AB,1,Leasing
32494,UV,1,Household
32495,UV,1,Household
32496,CD,0,Household
32497,UV,0,Household
32498,EF,2,Loan
32499,EF,0,Household
32500,QR,1,Household
32501,GH,2,Household
32502,YZ,3,Household
32503,QR,1,Household
32509,ST,0,Household
32510,CD,1,Household
32511,UV,2,Household
32512,EF,0,Household
32513,QR,1,Household
32514,KL,0,Household
32515,UV,1,Household
32516,EF,0,Household
32517,OP,1,Household
32522,YZ,0,Household
32523,WX,0,Household
32524,QR,0,Household
32525,AB,1,Household
32526,WX,0,Household
32527,MN,0,Loan
32528,KL,0,Household
32529,QR,1,Household
32530,KL,0,Leasing
32531,UV,3,Household
32532,IJ,0,Household
32533,GH,1,Household
32534,MN,2,Insurance
32535,WX,0,Household
32536,UV,1,Household
32537,YZ,3,Household
32538,OP,0,Loan
32539,MN,2,Household
32540,OP,0,Loan
32545,UV,0,Household
32546,AB,1,Household
32547,MN,0,Household
32548,WX,0,Leasing
32549,QR,0,Household
32550,MN,0,Household
32551,MN,0,Household
32552,AB,0,Household
32553,YZ,1,Household
32554,GH,0,Household
32555,AB,0,Insurance
32556,QR,1,Household
32557,IJ,1,Loan
32558,KL,0,Household
32559,CD,3,Household
32560,AB,0,Insurance
32561,AB,0,Household
32562,IJ,0,Household
32563,ST,0,Household
32564,WX,3,Household
32565,EF,3,Household
32566,CD,0,Household
32567,AB,2,Household
32568,KL,2,Household
32569,CD,0,Household
32570,WX,0,Household
32571,UV,2,Household
32572,KL,0,Household
32573,ST,0,Household
32574,WX,2,Household
32575,CD,1,Loan
32576,IJ,4,Household
32577,YZ,0,Household
32578,ST,0,Household
32579,UV,1,Insurance
32580,IJ,1,Household
32581,QR,2,Loan
32586,AB,2,Household
32587,QR,0,Household
32588,MN,0,Leasing
32589,KL,1,Household
32590,YZ,0,Household
32591,MN,2,Insurance
32594,KL,1,Household
32595,WX,0,Household
32596,OP,1,Household
32597,MN,2,Loan
32598,KL,0,Household
32599,EF,1,Household
32600,QR,1,Household
32601,ST,2,Household
32602,CD,0,Household
32603,OP,1,Household
32604,YZ,0,Insurance
32605,OP,0,Household
32609,OP,1,Household
32610,IJ,1,Household
32611,MN,0,Household
32612,ST,0,Household
32613,WX,1,Loan
32617,UV,0,Household
32618,WX,0,Household
32619,AB,0,Insurance
32620,WX,1,Household
32621,ST,0,Household
32622,EF,0,Insurance
32623,MN,2,Household
32624,CD,1,Household
32625,KL,0,Household
32626,ST,0,Insurance
32627,AB,0,Leasing
32628,UV,1,Household
32629,EF,3,Household
32630,IJ,0,Household
32631,YZ,2,Household
32635,UV,0,Household
32636,AB,0,Household
32637,GH,0,Leasing
32638,IJ,0,Household
32639,CD,0,Household
32640,EF,0,Insurance
32643,GH,0,Household
32644,OP,1,Household
32645,EF,1,Household
32646,EF,1,Household
32647,IJ,0,Household
32648,YZ,1,Household
32649,ST,0,Household
32650,YZ,0,Household
32651,IJ,2,Household
32652,QR,1,Household
32653,IJ,2,Household
32654,UV,0,Leasing
32655,QR,0,Household
32656,AB,1,Leasing
32657,MN,1,Household
32658,YZ,1,Loan
32659,ST,1,Leasing
32660,IJ,0,Household
32661,EF,0,Household
32662,CD,0,Household
32663,ST,1,Leasing
32664,IJ,0,Household
32665,CD,0,Leasing
32666,GH,0,Household
32667,QR,0,Household
32668,GH,2,Household
32669,MN,1,Loan
32670,EF,4,Household
32671,CD,1,Loan
32672,ST,1,Household
32673,KL,3,Household
32674,GH,0,Household
32675,AB,0,Household
32676,KL,0,Household
32677,EF,1,Household
32678,WX,0,Household
32679,ST,0,Household
32680,AB,0,Household
32681,UV,0,Insurance
32682,CD,1,Household
32683,OP,1,Loan
32685,IJ,1,Household
32686,KL,0,Household
32687,WX,0,Insurance
32690,AB,2,Household
32691,YZ,0,Household
32692,IJ,0,Leasing
32693,KL,2,Household
32694,KL,0,Household
32695,UV,0,Insurance
32696,UV,1,Household
32697,MN,1,Household
32698,YZ,0,Household
32699,IJ,0,Household
32700,UV,2,Loan
32701,YZ,2,Loan
32702,UV,1,Loan
32703,OP,0,Household
32704,CD,0,Household
32705,WX,0,Insurance
32706,UV,0,Household
32711,EF,1,Household
32715,IJ,0,Household
32716,WX,0,Household
32717,OP,0,Household
32718,OP,1,Leasing
32719,YZ,2,Household
32720,QR,0,Household
32721,WX,0,Household
32722,UV,1,Household
32723,CD,0,Household
32724,YZ,0,Household
32725,CD,0,Household
32729,CD,2,Loan
32730,AB,2,Household
32731,EF,0,Household
32733,KL,1,Household
32734,ST,1,Household
32735,AB,0,Loan
32736,ST,1,Household
32737,IJ,0,Leasing
32738,YZ,1,Household
32739,GH,0,Household
32740,WX,1,Household
32747,KL,2,Household
32748,MN,0,Household
32751,YZ,0,Household
32752,MN,2,Household
32753,OP,2,Loan
32754,QR,2,Household
32755,YZ,1,Household
32756,YZ,1,Household
32764,YZ,0,Household
32765,CD,0,Household
32766,KL,2,Household
32767,AB,1,Household
32768,AB,1,Household
32769,ST,1,Household
32770,KL,1,Household
32771,CD,0,Household
32772,YZ,0,Household
32773,MN,0,Insurance
32774,IJ,0,Household
32775,MN,1,Household
32776,OP,1,Household
32777,UV,0,Household
32778,QR,0,Household
32779,AB,0,Insurance
32780,UV,1,Household
32781,EF,2,Household
32782,YZ,0,Household
32783,MN,0,Household
32784,KL,2,Household
32786,ST,0,Household
32787,KL,1,Household
32788,OP,1,Household
32789,YZ,0,Household
32794,KL,2,Household
32795,WX,1,Household
32796,AB,2,Household
32797,CD,1,Household
32798,MN,1,Household
32799,GH,0,Household
32800,WX,0,Household
32801,KL,0,Household
32802,IJ,0,Household
32803,MN,0,Household
32804,CD,0,Household
32805,AB,0,Household
32806,UV,1,Household
32807,IJ,1,Household
32808,ST,0,Insurance
32809,IJ,0,Household
32810,ST,3,Household
32814,EF,0,Leasing
32815,KL,0,Loan
32816,ST,1,Household
32817,QR,0,Household
32818,EF,0,Insurance
32819,ST,0,Household
32820,AB,2,Household
32821,WX,1,Household
32822,GH,0,Household
32823,ST,0,Household
32824,MN,0,Insurance
32825,AB,1,Household
32826,WX,4,Household
32827,MN,0,Household
32828,WX,1,Household
32829,QR,0,Household
32830,EF,0,Household
32831,GH,0,Household
32832,MN,0,Household
32833,EF,1,Household
32834,IJ,0,Loan
32835,ST,3,Household
32836,YZ,0,Household
32837,EF,0,Household
32838,UV,0,Insurance
32839,OP,0,Household
32840,GH,3,Loan
32841,KL,1,Household
32842,IJ,0,Household
32843,UV,0,Household
32844,GH,0,Leasing
32845,MN,1,Household
32846,OP,0,Household
32847,ST,0,Household
32848,AB,0,Household
32849,UV,1,Household
32850,KL,1,Loan
32851,KL,0,Household
32852,CD,0,Household
32853,QR,1,Loan
32854,QR,1,Household
32855,UV,0,Household
32856,QR,0,Household
32857,WX,2,Insurance
32858,QR,1,Household
32859,WX,1,Household
32860,UV,1,Household
32861,QR,1,Household
32862,ST,0,Household
32863,OP,1,Loan
32864,KL,0,Household
32865,IJ,1,Household
32866,QR,3,Household
32867,MN,1,Household
32868,GH,0,Household
32869,EF,0,Insurance
32870,AB,0,Loan
32871,IJ,2,Household
32872,YZ,0,Household
32873,ST,3,Household
32874,KL,1,Household
32875,OP,2,Household
32876,YZ,1,Household
32877,KL,2,Household
32878,MN,1,Household
32879,YZ,1,Loan
32880,KL,0,Household
32881,CD,0,Household
32882,YZ,0,Household
32883,CD,0,Household
32884,KL,1,Household
32885,CD,0,Household
32886,QR,0,Household
32887,MN,1,Household
32888,KL,1,Household
32890,YZ,2,Household
32891,EF,0,Household
32892,MN,3,Household
32893,UV,2,Loan
32894,YZ,4,Household
32895,AB,0,Household
32896,OP,0,Insurance
32897,YZ,0,Household
32898,KL,0,Household
32899,MN,0,Household
32900,GH,0,Insurance
32901,MN,0,Household
32902,GH,0,Household
32903,UV,0,Household
32904,UV,0,Household
32905,KL,2,Household
32906,ST,1,Household
32907,CD,0,Household
32908,UV,0,Household
32909,EF,3,Household
32910,AB,1,Household
32911,IJ,0,Household
32912,OP,0,Insurance
32913,QR,1,Household
32914,WX,3,Household
32915,AB,1,Household
32916,YZ,0,Household
32917,WX,1,Household
32918,UV,0,Insurance
32919,YZ,1,Leasing
32920,MN,0,Leasing
32921,WX,0,Household
32922,KL,0,Household
32923,WX,1,Household
32924,QR,0,Household
32925,IJ,1,Household
32926,WX,0,Leasing
32927,KL,0,Household
32928,QR,3,Household
32929,GH,1,Household
32930,KL,1,Household
32931,AB,0,Leasing
32932,KL,1,Loan
32933,IJ,1,Household
32934,CD,0,Household
32935,WX,0,Insurance
32936,IJ,1,Household
32937,AB,0,Household
32938,YZ,1,Household
32939,MN,0,Household
32940,MN,0,Household
32941,KL,0,Household
32942,IJ,0,Household
32943,GH,1,Household
32944,YZ,1,Household
32945,KL,2,Household
32946,QR,1,Household
32947,YZ,2,Household
32948,QR,1,Household
32949,ST,0,Household
32950,WX,1,Household
32951,EF,1,Household
32957,KL,2,Household
32958,MN,0,Loan
32959,EF,0,Household
32960,EF,0,Household
32961,OP,2,Household
32962,UV,3,Household
32963,YZ,0,Household
32964,OP,0,Household
32965,ST,2,Loan
32966,YZ,0,Household
32967,YZ,0,Household
32968,MN,0,Household
32969,OP,0,Insurance
32970,EF,0,Household
32971,KL,0,Household
32972,AB,0,Household
32973,EF,4,Household
32974,KL,1,Household
32978,CD,1,Household
32979,YZ,0,Household
32980,UV,0,Insurance
32981,QR,2,Household
32982,GH,0,Household
32983,KL,0,Household
32984,UV,0,Household
32985,IJ,0,Insurance
32986,WX,0,Leasing
32987,GH,0,Household
32988,GH,0,Household
32989,CD,0,Household
32990,UV,0,Leasing
32991,WX,2,Household
32992,OP,0,Household
32993,YZ,0,Household
32994,GH,1,Household
32995,UV,0,Household
32996,ST,0,Household
32997,YZ,2,Household
32998,KL,0,Household
32999,GH,0,Insurance
33000,OP,1,Household
33001,ST,0,Household
33002,ST,0,Insurance
33003,AB,0,Household
33004,IJ,0,Household
33005,OP,2,Household
33006,OP,0,Leasing
33007,ST,1,Loan
33008,KL,2,Household
33009,WX,2,Household
33010,MN,0,Household
33011,CD,0,Household
33012,OP,0,Household
33013,KL,2,Household
33014,IJ,2,Household
33015,WX,1,Household
33016,UV,0,Household
33017,OP,1,Household
33018,YZ,1,Loan
33019,KL,3,Household
33020,UV,1,Household
33021,ST,0,Household
33022,MN,0,Leasing
33024,YZ,1,Household
33025,WX,0,Leasing
33026,ST,1,Household
33027,KL,1,Household
33028,KL,0,Household
33029,IJ,1,Household
33030,WX,0,Household
33031,IJ,1,Household
33032,IJ,1,Household
33033,QR,0,Household
33034,IJ,0,Household
33035,CD,1,Household
33036,GH,0,Household
33037,IJ,0,Insurance
33038,CD,1,Household
33039,EF,0,Household
33040,UV,0,Insurance
33041,KL,0,Household
33042,CD,1,Household
33043,OP,0,Leasing
33044,IJ,0,Household
33045,IJ,0,Household
33046,QR,0,Household
33047,AB,0,Household
33048,OP,0,Household
33049,ST,0,Household
33050,AB,1,Insurance
33051,GH,1,Household
33052,IJ,0,Household
33053,EF,1,Household
33056,AB,1,Household
33057,ST,0,Household
33058,KL,0,Insurance
33059,YZ,1,Leasing
33060,AB,2,Household
33061,KL,0,Household
33062,AB,0,Insurance
33063,CD,0,Household
33064,WX,0,Leasing
33065,KL,1,Household
33066,GH,1,Household
33067,OP,0,Household
33068,OP,0,Household
33069,GH,0,Insurance
33070,ST,0,Household
33071,UV,0,Household
33072,OP,0,Loan
33073,GH,0,Household
33074,CD,0,Household
33075,OP,0,Insurance
33076,OP,0,Household
33077,ST,0,Leasing
33078,UV,0,Household
33079,KL,1,Household
33080,ST,1,Household
33081,MN,0,Household
33082,ST,0,Household
33083,OP,1,Household
33084,ST,1,Household
33085,GH,0,Household
33086,EF,1,Household
33087,AB,0,Household
33088,AB,1,Household
33089,IJ,0,Insurance
33090,MN,0,Leasing
33091,GH,1,Household
33092,MN,0,Loan
33093,IJ,1,Household
33094,ST,0,Leasing
33095,AB,1,Household
33096,QR,0,Leasing
33097,EF,0,Household
33098,ST,0,Household
33099,EF,0,Insurance
33100,YZ,0,Household
33101,QR,1,Household
33102,ST,0,Insurance
33103,QR,1,Household
33104,CD,2,Household
33105,KL,1,Household
33106,WX,0,Household
33107,KL,0,Household
33108,AB,3,Household
33109,ST,1,Household
33110,GH,0,Household
33111,OP,2,Household
33112,AB,1,Household
33113,OP,0,Insurance
33114,EF,2,Household
33115,CD,0,Household
33116,QR,0,Insurance
33117,KL,0,Household
33118,ST,1,Household
33121,YZ,0,Household
33122,GH,1,Household
33123,AB,3,Loan
33124,CD,3,Household
33126,OP,0,Household
33127,CD,0,Household
33128,ST,2,Household
33129,OP,0,Household
33130,UV,0,Household
33131,KL,0,Insurance
33132,GH,0,Household
33133,ST,0,Household
33134,ST,0,Household
33135,GH,0,Household
33136,EF,1,Household
33137,YZ,0,Leasing
33138,CD,1,Household
33139,UV,0,Household
33143,KL,0,Household
33144,KL,1,Household
33145,GH,1,Insurance
33146,KL,0,Household
33147,GH,4,Household
33148,CD,0,Household
33149,MN,0,Household
33150,OP,1,Household
33151,QR,0,Household
33152,QR,0,Insurance
33153,WX,1,Household
33154,UV,4,Household
33155,EF,1,Household
33156,MN,0,Household
33157,MN,0,Household
33158,IJ,0,Household
33159,ST,0,Household
33160,GH,0,Insurance
33161,UV,0,Household
33162,AB,0,Household
33163,YZ,0,Insurance
33164,GH,0,Household
33165,ST,0,Household
33166,GH,0,Household
33167,EF,0,Insurance
33168,YZ,0,Household
33169,AB,0,Household
33170,ST,0,Household
33171,GH,0,Insurance
33172,ST,3,Loan
33173,ST,1,Leasing
33174,YZ,1,Household
33175,KL,0,Household
33176,MN,0,Insurance
33177,KL,1,Household
33178,YZ,0,Household
33179,AB,2,Household
33180,MN,0,Household
33181,GH,0,Insurance
33182,ST,0,Household
33183,AB,0,Leasing
33184,WX,3,Household
33185,WX,0,Household
33186,GH,2,Household
33187,YZ,3,Household
33188,CD,2,Household
33189,QR,1,Household
33190,AB,0,Household
33191,WX,0,Household
33192,YZ,0,Household
33193,CD,0,Household
33194,AB,1,Household
33195,CD,0,Household
33196,IJ,1,Household
33197,CD,2,Household
33198,EF,0,Household
33199,YZ,1,Household
33200,GH,2,Household
33201,OP,0,Household
33202,KL,1,Household
33203,MN,0,Household
33204,OP,0,Insurance
33205,OP,0,Household
33206,IJ,0,Household
33207,KL,0,Household
33208,ST,2,Loan
33209,ST,3,Household
33210,ST,0,Household
33211,UV,0,Household
33212,IJ,2,Household
33213,QR,1,Household
33214,EF,0,Household
33215,OP,0,Household
33216,AB,1,Household
33217,KL,0,Loan
33218,OP,1,Household
33219,EF,0,Household
33220,ST,0,Household
33221,YZ,0,Leasing
33222,OP,0,Household
33223,ST,0,Household
33224,MN,2,Household
33225,YZ,0,Household
33226,AB,0,Household
33227,YZ,0,Household
33228,KL,0,Household
33229,MN,0,Insurance
33230,OP,1,Household
33231,KL,1,Household
33232,MN,2,Household
33233,GH,0,Leasing
33234,CD,3,Household
33235,OP,0,Household
33236,ST,1,Household
33237,EF,0,Household
33238,YZ,0,Household
33239,MN,0,Household
33241,AB,1,Household
33242,QR,0,Household
33243,WX,1,Household
33244,ST,1,Household
33245,OP,1,Household
33246,WX,1,Household
33247,AB,0,Household
33248,GH,0,Household
33249,IJ,0,Household
33250,GH,0,Household
33251,EF,0,Insurance
33252,UV,0,Leasing
33253,OP,1,Household
33254,WX,1,Leasing
33255,QR,0,Household
33256,WX,0,Leasing
33257,ST,0,Household
33258,GH,0,Household
33259,UV,0,Household
33260,IJ,2,Household
33261,QR,0,Household
33262,OP,0,Household
33263,WX,1,Household
33264,AB,1,Household
33265,YZ,1,Household
33266,AB,0,Household
33267,YZ,2,Household
33268,EF,1,Loan
33269,EF,0,Household
33270,AB,3,Household
33271,CD,0,Leasing
33272,OP,1,Household
33275,KL,0,Household
33276,YZ,0,Household
33277,GH,1,Leasing
33278,CD,0,Household
33279,EF,0,Household
33280,IJ,0,Household
33281,IJ,0,Insurance
33282,KL,1,Household
33283,IJ,1,Household
33284,IJ,0,Household
33285,AB,0,Household
33286,UV,1,Insurance
33287,MN,2,Household
33288,ST,2,Household
33289,WX,1,Household
33290,IJ,0,Household
33291,IJ,0,Household
33292,EF,0,Insurance
33295,CD,0,Household
33296,IJ,0,Household
33297,IJ,0,Household
33298,OP,0,Household
33299,WX,1,Insurance
33300,ST,0,Household
33301,OP,0,Leasing
33302,EF,1,Leasing
33303,MN,2,Household
33304,OP,0,Household
33305,QR,0,Insurance
33306,YZ,1,Household
33307,GH,1,Household
33308,QR,0,Household
33309,ST,0,Insurance
33310,AB,0,Household
33311,AB,1,Household
33312,YZ,1,Leasing
33313,IJ,3,Household
33314,CD,0,Household
33315,QR,2,Household
33316,YZ,2,Household
33317,CD,0,Household
33318,MN,1,Household
33319,WX,0,Leasing
33320,QR,0,Household
33321,WX,0,Household
33322,KL,0,Insurance
33323,OP,0,Household
33324,OP,0,Household
33325,QR,0,Household
33326,WX,0,Household
33327,MN,0,Household
33328,CD,0,Insurance
33331,GH,1,Household
33332,OP,1,Household
33333,KL,1,Household
33334,UV,1,Household
33335,QR,0,Household
33336,UV,0,Household
33337,EF,0,Household
33338,ST,0,Household
33339,YZ,3,Household
33344,AB,1,Household
33345,CD,1,Household
33346,QR,0,Household
33347,OP,0,Household
33348,IJ,0,Household
33349,QR,0,Household
33350,MN,1,Household
33351,OP,0,Household
33352,IJ,0,Household
33353,ST,0,Insurance
33354,QR,1,Household
33355,KL,0,Household
33356,YZ,0,Insurance
33357,YZ,0,Household
33358,EF,1,Leasing
33359,AB,1,Household
33360,ST,1,Household
33361,IJ,0,Leasing
33370,CD,0,Household
33371,OP,0,Household
33372,EF,1,Household
33373,YZ,0,Household
33374,YZ,0,Household
33375,UV,0,Household
33376,YZ,0,Household
33377,OP,0,Loan
33378,GH,1,Household
33379,IJ,1,Household
33380,ST,1,Household
33381,GH,2,Loan
33382,ST,1,Household
33383,OP,1,Household
33384,GH,0,Household
33385,GH,1,Household
33386,EF,0,Insurance
33387,AB,1,Loan
33388,IJ,1,Household
33389,CD,0,Household
33390,GH,1,Household
33391,YZ,2,Household
33392,QR,0,Insurance
33393,OP,0,Household
33394,MN,0,Household
33395,MN,1,Household
33396,WX,1,Household
33397,WX,0,Household
33398,AB,0,Household
33401,YZ,0,Loan
33402,GH,3,Household
33403,QR,1,Household
33404,GH,0,Household
33405,CD,0,Household
33406,UV,0,Household
33407,KL,0,Insurance
33408,MN,2,Household
33409,ST,0,Leasing
33410,EF,0,Household
33411,UV,1,Household
33412,WX,0,Household
33413,CD,0,Household
33414,KL,0,Insurance
33415,QR,0,Household
33416,UV,2,Household
33417,MN,0,Household
33418,AB,0,Household
33419,ST,0,Loan
33420,YZ,2,Household
33421,AB,1,Household
33422,QR,0,Household
33423,QR,0,Household
33424,MN,0,Insurance
33425,ST,0,Household
33426,KL,0,Household
33427,KL,1,Household
33428,ST,2,Household
33429,CD,1,Household
33430,WX,0,Household
